01|05.02.2022|01100001|1|2795.05|01.2022|2795.05|1|51114|3330000015
01|05.02.2022|01100002|1|3345.67|01.2022|3345.67|1|19548|3330000015
01|05.02.2022|01100003|1|3267.01|01.2022|3267.01|1|32721|3330000015
01|05.02.2022|01100004|1|1797.27|01.2022|6511.63|1|21905|3330000015
01|05.02.2022|01100005|1|5768.40|01.2022|5768.40|1|2100|3330000015
01|05.02.2022|01100006|4|1158.00|01.2022|1158.00|0|0|3330000015
01|05.02.2022|01100006|1|2889.44|01.2022|2889.44|1|15645|3330000015
01|05.02.2022|01100007|1|0.00|01.2022|0.00|0|0|3330000015
01|05.02.2022|01100008|1|3067.74|01.2022|3067.74|1|22195|3330000015
01|05.02.2022|01100009|1|555.34|01.2022|555.34|1|12830|3330000015
01|05.02.2022|01100009|3|0.00|01.2022|0.06|0|0|3330000015
01|05.02.2022|01100010|1|1471.88|01.2022|1471.88|1|44302|3330000015
01|05.02.2022|01100011|4|854.00|01.2022|854.00|0|0|3330000015
01|05.02.2022|01100011|1|2202.48|01.2022|2202.48|1|5900|3330000015
01|05.02.2022|01100012|1|2438.46|01.2022|2438.46|1|19465|3330000015
01|05.02.2022|01100013|4|-655.00|01.2022|600.00|0|0|3330000015
01|05.02.2022|01100013|1|996.36|01.2022|996.36|1|14370|3330000015
01|05.02.2022|01100014|1|36.71|01.2022|0.01|1|2511|3330000015
01|05.02.2022|01100015|4|490.00|01.2022|490.00|0|0|3330000015
01|05.02.2022|01100015|1|1174.66|01.2022|1174.66|1|23724|3330000015
